(53.57708,9.97649)	Hamburg	City
d3becbd8-9223-3298-880e-4502fa4b8d31	Blade Runner 2049	Film
d53f7661-c285-3f31-aec9-3f869379fc09	Maj-Doris Rimpi	Person
21e23b9e-7101-375d-a8f8-146f18d4c3d0	Rex-Kino-Center	Cinema
cf3b283d-c29d-37a4-be1b-e569e8df1d18	Filmpassage	Cinema
449e554f-2449-3656-9bf9-3bd5b5ad785e	Rhythmus-Filmtheater	Cinema
b89c64e0-980b-33e7-84c1-4afabe29418b	Cyndy Day	Person
820e87bc-e767-37cd-b1b5-ee095a824255	Industrial Light & Magic: Creating the Impossible	Film
bea325eb-c7fb-353f-9875-76794b32f554	Abbey Hoes	Person
61e8993e-e72d-365c-9840-188806f4d1e0	Richard Petty	Person
ca514fb9-9cd8-30a8-ad04-1f66d7295898	U Cinema e. V.	Cinema
df0d6ce5-0612-34d9-a2c0-e6a783a05e35	Wind River	Film
d3c73d86-25e0-3bc5-97fb-26936fa832e7	Revisiting 'Platoon'	Film
2dbbcf50-0996-32dc-809e-60739b81af42	The Final Chapter	Film
49e9f18e-3707-312c-8f44-92ed4a5afda4	Franz Drameh	Person
(49.3457122,7.1776422)	Neunkirchen (Saar)	City
769ac888-b3f7-34c0-808e-0b106d39667b	La Belle Hélène	Film
43de17b4-f3dd-39ce-804f-d54b9c84e66b	The New German Cinema	Film
1e977c7e-9c49-3985-944b-b128b72ee540	Filmpalast	Cinema
32975efd-178a-393c-9eb3-d713d0ed338b	Aaron Hilmer	Person
56f1ca41-07f7-3575-8cdc-f1bdb433fe3d	Autokino Aschheim	Cinema
3fdd29e5-923d-37c3-9d63-758cb3b9e644	Kino Breitwand	Cinema
47d17fef-fe8c-32db-aa2f-299e4d9977c4	Adriana Lecouvreur	Film
2cdd4613-469c-36e6-85b0-f73f14dbb805	Der nackte Mann auf dem Sportplatz	Film
8c77985b-c081-3aaa-ae4e-a8d76eba9ed1	Don Giovanni	Film
741b9d62-c926-37a9-bee2-8b01bab8bdc2	Overboard	Film
34cf4ec2-165b-31e5-9731-5c9c8bbb652d	Crafting 'The Shining'	Film
71b9bf90-8d0c-3aad-8f49-59730901b754	Sébastien Thiéry	Person
eb303ec5-d385-3b86-b796-bc7efad21ca1	Filmpalast Astoria	Cinema
33d814f7-f533-3b72-bb44-f31d1051a08f	Alien	Film
a5899f38-fed5-36fb-b118-f7557200113e	Emily Atef	Person
4ecde6c8-cb62-39a0-a1cd-2493473dee45	Kultiplex	Cinema
e12b0351-e5f1-3d2d-9700-d8ee13e5fc1a	Lomo - The Language of many others	Film
09097bc7-a389-3db4-8a9c-087e987f6173	Casablanca-Programmkino	Cinema
ca9b2b04-6162-3b77-8721-06500334d7e5	Revenge	Film
8a023a4b-2172-3b95-85fc-e3da4c4cb785	Autokino	Cinema
81c06e5f-d133-31c0-919a-83181f46e7bd	Keine Jobs Schönes München: Stillstand	Film
9e3db923-dfab-3e58-99b5-3c2e1f2af81b	Straight To You	Film
1372ed4c-b6ea-37db-a28f-04388e6b1dc6	Ikunosuke	Person
229b7f69-8560-36d2-be3a-0911f74ac4e7	The True Story	Film
(49.010416,12.101505)	Regensburg	City
9c08d13a-e881-34a4-b6cf-acf7d7a7d98d	Diana Damrau	Person
ea7a38cf-fd88-3cb9-9c8b-847d76784b57	Bolshoi Ballet: La Sylphide (Live 2018)	Film
bc8a0d33-6321-3064-b3c9-8de1be81fe15	Stanley Kubrick im Fokus	Film
(51.4289855,6.882568)	Mülheim an der Ruhr	City
6c7af8af-0495-3db9-a0a6-c3a033f26d8e	The Epic That Changed Cinema	Film
7d988cb9-747e-3f4e-aaf6-82c25a3616dd	Die Angst des Tormanns beim Elfmeter	Film
e62b05c1-1ff2-3786-b4be-506b6829924b	Jessica Chastain	Person
b4fec57e-96e5-3eda-a3a7-aae1f6964519	Altstadtkinos Union	Cinema
83aa124d-b90f-348a-81ba-e52a3ee87414	Metropolis Kino	Cinema
7fc4cc4c-cebe-3afb-8490-039420deba55	Anthony Gonzalez	Person
(51.4792147,11.9201285)	Halle (Saale)	City
9dc8eb08-1852-3ed4-ba0c-7b31c3242506	1½ Ritter - Auf der Suche nach der hinreißenden Herzelinde	Film
e3309048-59db-30e5-9991-eb7e777ee728	Filmhaus	Cinema
b55bd15b-0f72-30fc-9834-be6e64631052	Miranda Raison	Person
820e87bc-e767-37cd-b1b5-ee095a824255	Industrial Light & Magic	Film
a8163554-6f7f-3023-95d0-c75f9600332b	Django Unchained	Film
876f0a85-1e35-3a76-86ac-b8655e68a7ec	Foolskino Holzkirchen	Cinema
(51.2255787,6.7732786)	Düsseldorf	City
f742a7dc-5cc8-3f1f-bb5e-d0f7c9da0231	King Kong	Film
3238f866-d855-3023-8b53-88044a1740ec	Jack Black	Person
0669a835-ec37-3c9b-9a3a-da6f37116c01	Capitol-Theater	Cinema
